Type,Removed_stopwords
0,الالواح الشمسية ثنائية الوجه يمكنها انتاج طاقة اكبر بتكلفة اقل
0,مليار سنويا للتمويل الجماعي استثمارات التمويل الجماعي تركز الاعمال التجارية باميركا الشمالية
0,الاوراق المالية تطرح مسودة مشروع المشغل لمنصة التمويل الجماعي
0,قناة السويس تخفض رسومها مرات بسبب تراجع التجارة العالمية
0,تخفيض رسوم التسجيل وممارسة الانشطة الاقتصادية
0,بايدن يقترح زيادة الضرائب الفيدرالية الفئات الاكثر ثراء امريكا
0,توصية بتقليص النفقات ورفع الضرائب
0,مؤشر السوق السعودية يتراجع بنسبة
0,ارتفاع هامشي لسوق الاسهم السعودية بدعم ارامكو
0,المركزي الاوروبي يعتزم تثبيت سعر الفائدة
0,المركزي التركي يبقي معدلات الفائدة تغيير
0,طلب ضعيف الذهب الاردنيين رغم تراجع الاسعار
0,الطلب العالمي الذهب يسجل ادنى مستوى عاما
0,نشاط سوق الصرافة المحلي ضعيف بسبب قلة وجود السياح والمغتربين
0,رفع سعر الحوالات المركزي السوري يغلق شركة صرافة
0,اعلنت وزارة الطاقة طرح عطاء نقل النفط العراقي للاردن خلال اسبوعين
0,انابيب لنقل نفط كردستان الى تركيا
0,تعقد اللجنة الوطنية الاردنية لشؤون المراة سلسلة الندوات والاجتماعات للبدء بتطوير المرحلة الثانية الخطة الوطنية للتمكين الاقتصادي للمراة الاردن
0,بدء بمشروع التمكين الاقتصادي للمراة الفلسطينية
0,وقعت وزارة التخطيط الاردنية اتفاقيات البنك الدولي لتشجيع استثمارات القطاع
0,وزيرة البيئة المصرية تبحث فرص استثمار القطاع الخاص
0,الذهب يقفز اكثر هبوط الدولار وعوائد سندات الخزانة الامريكية
0,تراجع اسعار الذهب عالميا
0,نمت مبيعات العقار الاردن خلال الربع الاول العام الحالي بنسبة
0,ركود يضرب سوق العقار الاردني
0,تلقى برنامج الاغذية العالمي التابع للامم المتحدة مساهمة نقدية قدرها ملايين الحكومة الكندية لدعم اللاجئين الاردن
0,مقيمة كندا تتحصل منحة العيد مستشفى منزل بورقيبة
0,توافق اردني مصري تعزيز النقل البلدين
0,الصمت يخيم حركة النقل الخارجي للمعلمين والمعلمات
0,انخفاض قيمة صادرات محافظة اربد بنسبة مليون
0,مليون صادرات الاردن المجوهرات للولايات المتحدة
0,مخالفة تاجر بسبب لوائح سعرية
0,مخالفة بمبحثين امتحانات التوجيهي
0,الاردن يعلن انخفاض العجز التجاري الثلث الاول العام الحالي بنسبة مقارنة العام
0,ارتفاع العجز التجاري الاردني
0,اغلقت بورصة عمان تداول مليون سهم موزعة عقدا بقيمة تداولات اجمالية بلغت مليون
0,مؤشر البورصة يرتفع هامشيا وسط نشاط بالتداولات
0,ارتفاع ارباح الشركات المساهمة العامة المدرجة بورصة عمان لعام
0,بورصة عمان تدعو الشركات المدرجة لتزويدها بالبيانات المالية
0,مصفاة البترول الاردنية تسجل ارباح بقيمة مليون
0,مصفاة البترول الاردنية تسجل صافي خسائر مليون
0,طالب رئيس لجنة الاقتصاد والاستثمار النيابية بوضع برنامج يتضمن حزمة اجراءات تستبق فتح القطاعات المتوقفة والاكثر تضررا
0,فتح القطاعات والغاء كافة اشكال الحظر مطلع
0,اعلنت الحكومة الفنزويلية زيادة الحد الادنى للاجور الى ملايين بوليفار
0,الضمان تدعو المنشات لالتزام الحد الادنى للاجور
0,سريان اتفاقية التجارة الحرة الاردن وبريطانيا
0,توقيع اتفاقية التجارة الحرة دول مجلس التعاون ودول رابطة الافتا
0,احالت وزارة العمل شكوى ضد منشات الى القضاء
0,القضاء الاعلى يرفض الدعوى المقدمة ضد الكاردينال لويس ساكو
0,السلطات السعودية تصدر قرار منع مئات الشاحنات الاردنية المحملة بالمواد الغذائية والخضروات والمواشي دخول اراضيها
0,الاردن يعيد فتح معبرين حدوديين السعودية وسوريا
0,خسرت بتكوين تدفقات بلغت مليون اسبوع وهي اكبر تدفقات اسبوعية مسجلة
0,بتكوين ترتفع بالمئة قرار مفاجئ ايلون ماسك
0,الحكومة الاردنية ترفع اسعار المشتقات النفطية بسبب ارتفاعها عالميا
0,تراجع اسعار النفط وبرنت يسجل دولارا للبرميل
0,اصدرت دائرة الاحصاءات العامة تقريرها السنوي حول النتائج الاولية لمسح المناحل لعام واشار التقرير الى ارتفاع كمية العسل المنتج
0,دائرة الاحصاءات العامة تصدر تقريرعن ارتفاع معدل البطالة الاردن
1,احبطت المنطقة العسكرية الشمالية محاولة تهريب كمية المخدرات انواع الحشيش والكبتاجون
1,المنطقة العسكرية الشمالية تحبط محاولة تسلل سوريا
1,وزير الخارجية الصفدي يجتمع امين عام الجامعة العربية ابو الغيط للمناقشة اوضاع الاقليمية
1,العاهل الاردني يبحث بروكسل مستجدات القضية الفلسطينية
1,كندا تحتفل بافتتاح الابراج الحدودية الاحد تم اعادة تاهيلها حديثا طول الحدود الاردنية السورية
1,القوات المسلحة الاردنية الجيش يحبط محاولتي تهريب اسلحة
1,مزارعون الاغوار يشكون تسبب نقص المياه والحر بجفاف مزروعات
1,الاحتلال يخطر باخلاء اهالي حمصة الاغوار الشمالية
1,توقع الفلكي عماد مجاهد ان يعبر الصاروخ الصيني سماء الاردن قادما مصر
1,الصاروخ الصيني الخارج السيطرة يقلق العرب
1,صدرت الارادة الملكية السامية بتعيين معالي الدكتور جعفر حسان مديرا لمكتب جلالة الملك
1,صدور الارادة الملكية السامية بفض الدورة الاستثنائية لمجلس الامه
1,اصدرت محاكم الجنايات محافظتي اربد والمفرق احكاما قضائية بحق عدد المكررين لجنايات السرقة
1,النيابة العامة الكويتية تحيل قضاة الى محكمة الجنايات
1,ارتفع عدد الشهود المستمع اليهم الى شاهدا بقضية مستشفى السلط يتمثلون امام المحكمة جلسة المقبلة
1,المحكمة ترفض طلب الافراج متهمين بقضية مستشفى السلط
1,منح رئيس دولة الامارات العربية المتحدة سفير المملكة الاردنية الهاشمية الدولة وسام الاستقلال
1,لقاء السفير الاردني ابو ظبي برنامج الوكيل
1,عثرت الاجهزة الاردنية المختصة تابوتين حجريين كاملين وبقايا اريد
1,الاردن يستعيد قطع اثرية اسبانيا
1,قال الناطق الاعلامي باسم مديرية ان الاجهزة الامنية تقبض سارق الف شركة بالكرك
1,الامن العام يوضح حول الفيديو المتداول لتبادل اطلاق النار
1,عقد جلالة الملك عبدالله الثاني زيارة العمل يقوم الى العاصمة البلجيكية لقاءين منفصلين رئيس المجلس الاوروبي ورئيسة المفوضية الاوروبية
1,الملك يلتقي رئيس مجلس النواب ورؤساء الكتل النيابية
1,عقد الفريق المكلف بتصويب الاستيضاحات الموثقة ديوان المحاسبة
1,مجلس النواب يشرع بمناقشة معدل قانون ديوان المحاسبة
1,اوضحت المؤسسة العامة للضمان الاجتماعي ان عدد المدارس التزمت بتقديم خصم اضافي مقداره الرسوم الدراسية مقابل استفادتها برنامج استدامة
1,مطالبات بشمول منتسبي الضمان الاجتماعي بالتامين الصحي
1,طالبت لجنة الطاقة النيابية وزارة الطاقة باعادة النظر الاتفاقيات وتاميم شركة الكهرباء
1,فصل موظف شركة الكهرباء لسؤاله راتب المدير العام
1,بلغ عدد الاردنيين العائدين الهند والمحجورين مطار الملكة علياء اشخاص
1,وزير الصحة يعلن الاردن مرحلة احتواء لفيروس كورونا
1,بحث جنائي يتمكن جمع المعلومات تحديد هوية والفبض اشخاص تورطوا ارتكاب حوادث دهس
1,التعويضات المرهقة لحوادث الدهس الاردن تحول الجناة الى ضحايا
1,اصدرت محكمة الاحتلال الاسرائيلي قرارا بتجميد اجراءات تسجيل المقدسين لمنازلهم حي الشيخ جراح
1,محكمة الاحتلال الاسرائيلي تنظر باستئناف عائلات الشيخ جراح
1,اثر عملية زعترة ؛ عملية عسكرية واسعة للاحتلال عقربا وترمسعيا
1,الخارجية النيابية تدين انتهاكات سلطات الاحتلال الاسرائيلي
1,قال دغلس ان مستوطنين اعتدوا مركبات الفلسطينيين نابلس ورشقوها بالحجارة
1,مستوطنون يهددون مقدسيا بالقتل عقب الافراج عنه
1,قتل شاب فلسطيني الناصرة جريمة اطلاق نار بمنطقة جبل القفزة المدينة
1,اصابة مستوطنين بجروح جراء اطلاق نار حاجز فلسطين
1,فشل نتنياهو الرئيس الاسرائيلي يكلف زعيم المعارضة يائير لبيد بتشكيل الحكومة
1,رئيس مخابرات الاحتلال الاسرائيلي يزور البحرين
1,زوارق بحرية الاحتلال اطلقت النار وفتحت خراطيم المياه مراكب الصيادين
1,الاحتلال الاسرائيلي يغلق الصيد كليا ساحل قطاع غزة
1,ارتفاع وفيات الفلسطنيين المصابين بكورونا الى وفيات
1,فلسطين تمدد الطوارئ مجددا لمدة شهر لمكافحة كورونا
1,ارتفاع كبير بعدد مصابيين بفيروس كورونا قطاع غزة
1,ازدحام اسواق غزة ينذر بصعود منحنى اصابات كورونا
1,لقي فلسطينيين مصرعهم اثر حريق اندلع مقر اقامتهم مدينة جدة بالمملكة العربية السعودية
1,السعودية انفجار وحريق فى خزان للوقود بمحطة وقود جدة
1,انخفاضا كبيرا حالات الاصابة اليومية بفيروس كورونا قطر
1,اصابة بفيروس كورونا الاردن
1,هزة ارضية بقوة درجات تضرب غرب تركيا
1,زلزال قوي يضرب سواحل اليابان بالقرب محطة فوكوشيما النووية
1,امير قطر يعفي وزير المالية منصبه اصدر النائب العام دولة قطر امرا بالقاء القبض علىيه
1,النائب العام القطري يوقع اتفاقية تعاون استراتيجي ولاية
1,كشفت وزارة الدفاع الاميركية انها تتعقب مسار الصاروخ الصيني يفترض ان يدخل الغلاف الجوي نهاية الاسبوع الحالي
1,البنتاغون يؤكد ان الانسحاب الاميركي افغانستان
1,الاتحاد الاوروبي انه مستعد لمناقشة الاقتراح الاميركي برفع حماية الملكية الفكرية للقاحات كورونا
1,المانيا وفرنسا تبديان رايهما حول براءات اختراع لقاحات كورونا
1,الارجنتين كورونا اودى بحياة شخصا الساعات ال الاخيرة رقما قياسيا اخر لعدد الوفيات بكورونا يوم
1,كورونا يحصد رقما قياسيا الارواح الهند يوم
1,اجرى ولي العهد السعودي وولي عهد ابو ظبي لقاء جدة بحثا التعاون الاستراتيجي بلديهما
1,ولي العهد السعودي يوجه بصرف مليون لجمعيات خيرية وسداد ديون سجناء
1,اعلنت قيادة الفضاء الامريكية انها ترصد بقلق حطام الصاروخ الصيني الخارج السيطرة
1,مسؤول عسكري امريكي يحذر التوغل الصيني افريقيا
1,انخفاض مستمر عدد الاطفال اليابان
1,دعم حكومة اليابان لليونيسف لمساعدة الاطفال للبقاء بصحة جيدة
1,تونس ارتفاع عدد الاصابات بفيروس كورونا الى والوفيات الى اليوم
1,عدد وفيات كورونا العالم تصل الى ملايين
1,مسؤول فرنسي يهدد عقوبات اوروبية معرقلي تشكيل الحكومة اللبنانية
1,تهديد فرنسي لبريطانيا وقع كورونا
1,بحثا منفذ هجوم حاجز زعترة الاحتلال يواصل اجتياح عقربا
1,الحكومة الاسرائيلية تواصل سياسة تفريغ القدس سكانها
1,عملية طعن داخل مدرسة البرازيل
1,محكمة اردنية تقضي باعدام منفذ عملية طعن
1,ارتفاع اجمالي عدد الاصابات بفيروس كورونا المملكة السعودية الى اكثر حالات وفاة
1,وفيات كورونا الاردن بفلسطين
1,مسلحين اطلقوا النار الامين العام للمجلس يمني بالرصاص امام منزله غرب عدن
1,اغتيال مسؤول اثناء ادائه الصلاة مسجد شرق الكونغو
1,المتحور الهندي لكورونا يتسلل الى المغرب رصد اول اصابة
1,تسجيل اصابات بالسلالة الهندية لفيروس كورونا الاردن
1,باكستان تقرر اغلاق حدودها البرية افغانستان وايران للحد انتشار فيروس كورونا
1,باكستان تعلن مقتل جنودها قرب الحدود الافغانية
1,مصر دولة تعاني الفقر المائي وسلطات المصرية قلقة العجز وصل الى مليار متر مكعب
1,العجز المائي الخطير قادم الاردن خلال اعوام
1,نقاط الخلاف الاساسية الثلاث بريكست توصل مفاوضات الاتحاد الاوروبي وبريطانيا الى لحظة حرجة
1,صيادو الاسماك الفرنسيون يصعدون احتجاجاتهم بريطانيا
1,اكد وزير الخارجية الاميركي انتوني بلينكن مجددا الخميس كييف دعم واشنطن لاوكرانيا
1,اوكرانيا تريد شراء اسلحة اميركية
1,اعلنت الصين الخميس تعليق جزء تعاونها الاقتصادي استراليا وسط توترات عميقة كانبيرا
1,بكين تدعو كانبيرا الى وقف التمييز ضد الشركات
1,اعلنت منظمة الصحة العالمية والمانيا معا انشاء مركز عالمي جديد للوقاية الاوبئة
1,تاسيس منصة عالمية للكشف المبكر الاوبئة المستقبلية
1,اعلنت وزارة الصحة البرازيلية الاربعاء تسجيل اكثر اصابة جديدة مؤكدة بفيروس كورونا
1,نسخة كورونا البرازيلية تثير الرعب
1,ضغوط دولية اسرائيل دول تدعو لوقف الاستيطان
1,جيش الاحتلال يعزز قواته انحاء القدس المحتلة
1,واصلت امانة جدة تشدد الرقابة المكثفة المنشات التجارية للتاكد امتثالها للارشادات
1,امانة جدة تغلق منشاة مخالفة للاجراءات الاحترازية
1,استقبال امين محافظة جدة رئيس الوزراء جمهورية الصومال يزورالمملكة لاداء مناسك العمرة
1,رئيس وزراء الصومال يامر الجيش بالعودة الى ثكناته
1,انجاز مشروع تصريف الامطار بـتكلفة مليون جدة
1,مشروعات لتصريف الامطار والسيول جدة بـ مليار
1,لقي فلسطينيين بينهم سيدة وابناؤها الخمسة يوم الخميس مصرعهم بحريق اندلع مقر اقامتهم مدينة جدة
1,وقوع حادث حريق منزل بحي المروة بجدة
1,تمكنت الجهات الامنية جدة القبض علىاشخاض قاموا بكسر ابواب مستودعين وسرقة محتوياتهما
1,القبض عصابة متخصصة سرقة المنازل
1,ضحاياهما مسنون وحصيلتهما الف ضبط مخالفين بجدة ارتكبا عدة جرائم بالنمط نفسه
1,ضبط مخالفين لتعليمات العزل اصابتهم بـ كورونا جدة
1,جولة رقابية تغلق منشاة مخالفة بجدة
1,السعودية اعادة تشديد الاجراءات الاحترازية الصحية بجدة
0,امانة جدة تتلف وتصادر الف كيلو خضروات
0,امانة جدة تتلف اكثر كيلو جراما اللحوم وطن جمبري
1,السعودية تسجل اعلى حصيلة يومية لاصابات كورونا اكتوبر اصابة جديدة الرياض
1,اصابات كورونا بالرياض تتجاوز منطقة
1,الحقيل يعتمد التصاميم الهندسية لمشروع لازالة الاسوار المحيطه بمقر الوزارة
1,الحقيل يصدر قرارا بتشكيل لجنة للاشراف انتخابات هيئة المقاولين
1,القاء القبض شخصين ارتكاب جريمة سطو ناقلة اموال
1,شرطة الرياض تلقبض اشخاص تسببوا تصادم مركبتين
1,تمكن مراقبو امانة منطقة الرياض بالتعاون الجهات الامنية ضبط مصنعين خمور
1,اصابة حريق مصنع جنوب الرياض
0,نجحت شركة اتقان العقارية خلال الاسبوع الماضي ابرام صفقات قيمتهما الاجمالية مليون عبر المزاد العلني والبيع المباشر
0,اتقان العقارية تطلق الحملة التسويقية لبيع مشروع جود الضيافة
0,بنك الرياض يبرم اتفاقية لانشاء اول مستشفى ربحي
0,بنك الرياض يربح مليار الربع الاول
1,اسفرت المتابعة الامنية لمروجي المخدرات بمنطقة الرياض القبض شخص يروج مواد مخدرة مواقع التواصل الاجتماعي
1,الشرطة السعودية تعلن توقيف لص الرياض
2,للمرة الثانية خلال ايام تشلسي يهزم مانشستر سيتي ويحرمه التتويج المبكر
2,تشيلسي يحقق لقب الدوري الانجليزي الممتاز لكرة القدم لسادس مرة
2,رسميا نيمار سان جيرمان عام
2,صدمة برشلونة قرار نيمار
2,ايقاف ميشيل ماركوني لاعب بيزا مباريات بسبب اساءة عنصرية ضد جويل اوبي لاعب كييفو
2,الاتحاد الايطالي يهدد بتجريد اندية دوري السوبر عضويته
2,رسميا تم تاجيل تصفيات افريقيا للمونديال بسبب جائحة
2,كورونا اصابات افريقيا تتجاوز ملايين
2,رسميا بايرن ميونيخ بطلا للدوري الالماني
2,بايرن ميونيخ يعادل انجاز يوفنتوس
2,تاريخية التعاون يسقط الاهلي ويلحق الهزيمة السابعة التوالي
2,النفيعي يبدا خطة انقاذ الاهلي الضياع
2,الهلال يسحق الشباب بخماسية الدوري السعودي
2,الهلال السعودي يقيل ميكالي ويستعين بمساعد مورينيو السابق
1,العواصف والفيضانات تفرض حالة الطوارئ ولاية ‏تينيسي
1,ضحايا باطلاق نار ولاية تينيسي الاميركية
1,اكثر الفين اصابة جديدة بكورونا المملكة المتحدة
1,تقرير يكشف سر ظهور السلالة الجديدة كورونا بريطانيا
1,ماكرون يتهم امريكيا بعرقلة تصدير اللقاحات كورونا يطلب منهم الغاء القيود
1,امريكا اعطت مليون جرعة لقاحات كورونا
1,شكوك حول اقامة نهائي البطولة اسطنبول ان تفاقم الوضع الوبائي تركيا
1,تدخل حكومي بريطاني بشان نهائي دوري الابطال
1,لجامعة العربية تدعم قرار رفع براءات اختراع اللقاحات
1,خلاف امريكي الماني بسبب براءة اختراع لقاحات كورونا
1,افادت وسائل اعلام محلية جزر المالديف بان الرئيس السابق للبلاد تعرض لاصابات مختلفة نتيجة تفجير محاولة اغتياله
1,قفزة باصابات كورونا جزر المالديف
1,النظام الايراني يحاول فرض سيطرته اليمن ضمن مشروعه التوسعي كامل المنطقة
1,ايران ترسل مرتزقة للقتال الحوثيين اليمن
1,تمكن الجيش السوداني استرداد اراض منطقة الحدودية اثيوبيا
1,الجيش السوداني يسلم اثيوبيا اسيرا قواتها
1,ادانت سلطة الفلسطينية الجريمة الاعدام ارتكبتها قوات الاحتلال الاسرائيلي امس بحق نابلس
1,المحكمة الجنائية الدولية تبدا تحقيقا حول جرائم الاحتلال فلسطين
3,تحث الامارات معالجة ثغرات الحصول التكنولوجيا اجل لتحسين جودة الحياة ورفاهية الحياة انحاء العالم
1,الامارات تكشف سياستها العليا مجالات العلوم والتكنولوجيا
0,عملت هيئة ابوظبي للزراعة والسلامة الغذائية التحقق سلامة مليون طن المواد الغذائية المتنوعة وسمحت بدخولها الى اسواق الامارة
0,ابوظبي للاوراق المالية يدرج شركة فودكو الوطنية للمواد الغذائية
1,هجوم كابول الارهابي مدرسة دولة الامارات تعرب استنكارها الشديد لهذه الاعمال الاجرامية ورفضها الدائم لجميع اشكال العنف والارهاب
1,الداخلية الافغانية تكشف عدد ضحايا الهجوم الارهابي كابول
0,دبي الجنوب تسجيل قفزة نمو عالية حركة الطيران الخاص خلال العام الجاري
0,افتتاح اكبر مبنى للطيران الخاص عالميا دبي الجنوب
1,اعنف غارات تشهدها النيجر مسلحون مرتبطون بداعش
1,النيجر يواجه ضربات داعش بوكوحرام بانتخابات سلمية
1,امريكا سقوط قتلى اطلاق نار وحريق شب منزل ريفي بولاية ماريلاند
1,مقتل اشخاص حادث اطلاق نار بولاية تكساس الامريكية
1,مقتل مدنيين انفجار سيارة مفخخة شمالي مالي
1,العراق مقتل مدنيين واختطاف بالانبار
1,مظاهرات حاشدة البرتغال احتجاجا البطالة تزامنا القمة الاتحاد الاوروبي
1,الالاف يتظاهرون لندن احتجاجا انسحاب بلادهم الاتحاد
1,اعلنت قوى الامن الداخلي اللبنانية احباط عملية تهريب اللاجئين سوريا الى اليونان
1,الجيش يحبط محاولة تهريب مخدرات سوريا
1,قتل عناصر الشرطة ايدي مهاجمين مسلحين ولاية ريفرز بجنوب نيجيريا
1,شرطة نيجيريا تطلق النار مشاركين مسيرات يوم القدس العالمي
1,حققت الاحزاب المؤيدة لاستقلال اسكتلندا اغلبية مقاعد البرلمان يمنحها دفعة لاجراء استفتاء الخروج المملكة المتحدة
1,ستارجن تامل قيادة اسكتلندا الى الاستقلال
1,اعتقلت شرطة جزر المالديف شخصين بتهمة محاولة اغتيال الرئيس السابق
1,رئيس المالديف السابق ينجو محاولة اغتيال
1,متعطشة للسياح شواطئ اليونان مفتوحة للسياح
1,شواطئ زاكينثوس اليونانية وجهة السائحين الصيفية
1,ارتفاع عدد قتلى المصابين الانفجار وقع امام مدرسة العاصمة الافغانية كابول
1,افغانستان ارتفاع عدد ضحايا الهجوم مستشفى
1,احتجاجات المكسيك عقب حادثة المترو
1,المكسيك ستدفع تعويضات لعائلات ضحايا حادث المترو
1,قتل عسكريين ماليين واصيب اخرون بجروح ​انفجار​ ​عبوة ناسفة
1,مالي مقتل جنديين تشاد بهجوم مسلح
0,نمالصادرات الصينية تسجل اكبر نمو عقود بنسبة بالمئة النصف الاول
0,فائض الصين التجاري الولايات المتحدة ينخفض
0,انخفض عدد الامريكيين المتقدمين بطلبات جديدة للحصول اعانة البطالة
0,طلبات اعانة البطالة الامريكية ترتفع جديد
0,قرر بنك انجلترا تثبيت معدل الفائدة ويرفع توقعاته لنمو الاقتصاد
0,بنك انجلترا يخطط لتعزيز الضوابط شركات التكنولوجيا المالية
0,الموجة الجديدة كورونا تهدد تعافي اقتصاد الهند
0,الهند تصبح اقوى اقتصاد العالم متجاوزة بريطانيا
0,تطوير نظام لتداول السندات الحكومة المصرية
0,مشتريات عربية تدفع بورصة مصر لتحقيق ارباح بـ مليون
0,كشفت شركة سوني ارتفاع ايراداتها نمو كبير حجم المبيعات تصل الىاكثر مليار
0,سوني تعلن انخفاض الارباح الربع الاخير
0,تراجع الدولار الامريكي عالميا لادنى مستوياته
0,الارتفاع يغلب اداء الدولار الامريكي
0,اكدت منظمة الاغذية والزراعة التابعة للامم المتحدة ان اسعار الغذاء العالمية ارتفعت للشهر الحادي التوالي مسجلة اعلى مستوياتها
0,انخفاض اسعار الغذاء العالمية
0,مؤشر مديري المشتريات مصر ينخفض للمرة الاولى لادنى مستوى
0,مؤشر مديري المشتريات مصر يسجل زيادة طفيفة
0,بيتكوين قيمة العملة الرقمية تتجاوز الف لاول مرة
0,العملات المشفرة تفقد مليار وبتكوين تسجل هبوطا حادا
0,ارباح فولكس فاغن تنتعش الى مليار
0,تراجع ارباح فولكسفاغن وبي ام دبليو
0,هيونداي تستدعي اكثر الف سيارة بسبب حرائق محركات
0,اول نسخة هيونداي توسان تخرج المصنع امريكا
0,صادرات الامريكا نفط الخام تهبط بقوة الى اكثر مليون برميل اليوم وتوقعات بمزيد التراجع
0,صادرات النفط الامريكية ترتفع لاعلى مستوى
0,استقطبت الاوراق المالية للاسواق الناشئة مليار ذهبت مليار الى الاسهم
0,تدفقات الاسواق الناشئة انخفضت
0,توقعات ببلوغ استثمارات الطاقة الشرق الاوسط مليارات
0,مليارات استثمارات ابوظبي الطاقة المتجددة
0,غلب الارتفاع اداء الدولار الامريكي تعاملات عقب تصريحات تخفيف قيود الاغلاق
0,الروبل الروسي يرتفع مقابل الدولار قرار اوبك
0,تباين الاسهم الاوروبية مستهل جلسة القادمة
0,تباين اداء مؤشرات الاسهم الامريكية بمستهل
0,القطاع الخاص السعودي يسجل اعلى اداء بـ شهرا
0,السعودية تضخ تريليون لدعم القطاع الخاص
0,الولايات الامريكية تحد قيود الاغلاق اسعار النفط انخفاض
0,اسعار النفط تزال مرتفعة خلفية تعافي الطلب
0,لطاقة المتجددة والنظيفة تشكل اجمالي استثمارات قطاع الطاقة منطقة الشرق الاوسط
0,الشرق الاوسط وشمال افريقيا بحاجة لـ مليارات
0,نقص الرقائق يجبر دايملر تقليل ساعات العمل
0,نقص الرقائق يجبر خفض انتاجها
0,اوابك تتوقع ارتفاع الطلب العالمي النفط الى اكثر مليون
0,انخفاض الطلب الوقود اثناء الحظر
0,تعتزم شركة اوبر بزيادة عدد سائقين لاكثر الف سائق المملكة المتحدة
0,محكمة بريطانية تمنح سائقي اوبر حد ادنى للاجور واجازات
0,التعاون الخليجي يناقش تطورات مفاوضات التجارة الحرة جمهورية باكستان
0,رئيس غرفة قطر يؤكد ضرورة اعادة تفعيل مفاوضات التجارة الحرة
0,اسهم سامسونج ترتفع ارتفاع مبيعات الهواتف الذكية واجهزة التلفزيون
0,تراجعت ارباح سامسونج الربع الاول العام الحالي
0,ارتفعت صادرات البرازيل الى الدول العربية بنسبة لتبلغ قيمتها مليار امريكي
0,السعودية اعلى الدول العربية استيرادا البرازيل
0,اعلنت شركة اجيليتي للمخازن العمومية موافقة مجلس الادارة توقيع اتفاقية صفقة بيع الخدمات اللوجستية مقابل مليار لصالح
0,اجيليتي الكويتية تبرم اتفاقات تمويل بـ مليار
0,متاثرة بالازمة اللبنانية الليرة السورية تواصل تدهورها الليرة لبنانية
0,سعر الليرة اللبنانية يتحسن مقابل الدولار
0,وزير المالية التركي يصرح ان مدعوما بزيادة الصادرات الناتج المحلي الاجمالي لبلاده سينمو اكثر العام
0,سيتي بنك يخفض توقعاته لنمو اقتصاد تركيا
0,اعتقال رئيس شركة البان جهينة الحكومة المصرية تسحب رخص عشرات الشاحنات التابعة لشركة جهينة
0,الازمة الاقتصادية مصر تزيد الضغوط شركات التامين
0,فاو تصرح استمرارية زيادة اسعار الغذاء العالمية لاعلى مستوى
0,اسعار الغذاء العالمية تنخفض بشدة بسبب كورونا
0,تراجعت الليرة التركية بشكل طفيف
0,الليرة التركية ترتفع وتعوض خسائرها
0,غضب شعبي واسع تونس بسبب قرارا ابحكومة لالغاء دعم المواد الاساساية تقليص الاجور
0,الارهاب الغذائي تونس مواد مسرطنة تهدد صحة المستهلك
0,استثمار مليارات مجال انتاج الغاز البصرة جنوبي العراق
0,زيادة طفيفة انتاج العراق الغاز خلال
0,انخفاض اسعار النفط بنسبة بفعل المخاوف تنامي الجائحة الهند
0,اسعار النفط تتعافى رغم المخاوف الجائحة بالهند
1,يواصل فيروس كورونا تونس حصد الالاف الارواح لتتجاوز حصيلة الوفيات الفا
1,اكثر اربعة الاف وفاة حصيلة ضحايا كورونا الهند
1,طالبت ايران الامم المتحدة ومجلس الامن الدولي وضع اسلحة اسرائيل النووية اشراف دولي
1,اسرائيل تتراجع ربط الاتفاق النووي بصواريخ ايران
1,الانتربول تطالب الصين رسميا بتوضيح مكان وجود رئيسها المختفي
1,الانتربول يعلن استقالة رئيسه المختفي
1,العفو الدولية تطالب بالضغط السعودية اجل حقوق المراة
1,العفو الدولية تتهم السعودية باستخدام محكمة متخصصة
1,بريطانيا تهدد بقطع المساعدات جماعات الاغاثة تمنع الانتهاكات
1,منظمات انسانية بريطانية تدعو لندن لاستقبال مزيد اللاجئين
1,الجيش الاسرائيلي يوشك استكمال بناء جدار الحدود لبنان
1,اسرائيل تعرض مساعدة لبنان باجهزة تنفس صناعي
1,تنديد اممي بجرائم الحرب سوريا وانقسام اوروبي
1,تنديد اممي باستمرار تحدي جيش ميانمار للنداءات الدولية
1,جددت الامم المتحدة نداء انسانيا لجمع مليارات اجل اليمن يشهد اسوا ازمة انسانية
1,الاطراف المتنازعة تعرقل الاغاثة اليمن بظل كورونا
1,رفع دعوى امام المحكمة الجنائية الدولية ضد الامارات بتهمة جرائم حرب اليمن
1,الامارات تجند مرتزقة يمنيين للقتال ليبيا
1,سفينة المساعدات غذائية تصل الى اليمن تخفيف حصار التحالف
1,منع التحالف للمساعدات والوقود يهدد المدنيين اليمن
1,استمرار نزوح الروهينغا ميانمار
1,محتجو ميانمار يتحدون الجيش ويطالبون بالتدخل الدولي
1,لندن تواصل الاحتجاجات الرافضة لمشروع قانون جديد خاص بالشرطة
1,لندن اعتقال واصابة العشرات مظاهرات ضد الحجر
1,الصين تفرض عقوبات الولايات المتحدة وكندا بريطانيا بسبب الاتهامات بانتهاك حقوق الايغور
1,لندن تتهم بكين بانتهاك الاعلان المشترك حول هونغ كونغ
1,اعرب مجلس الامن الدولي ادانته الشديدة للانتهاكات بحق الاطفال النزاعات المسلحة
1,مجلس الامن يعقد اجتماعا مغلقا لبحث حرب تيغراي باثيوبيا
1,تحذير اممي عواقب نهج اوروبا المهاجرين واللاجئين
1,الامم المتحدة تدعو سلطات صنعاء للسماح بمعالجة مهاجرين
